timeInSec,pedID,posX,posY,curVeloc,absLocalDensity,finalDest
14.23,16,11.67,4.58,1.34,1.0,0
14.23,17,11.29,3.96,1.15,1.0,0
14.23,23,10.82,4.15,0.54,1.0,0
14.75,11,11.12,4.91,1.33,1.0,0
14.75,16,11.91,4.32,0.67,1.0,0
14.75,17,11.49,3.99,0.19,1.0,0
14.75,23,11.49,4.51,1.43,1.0,0
15.28,11,11.82,4.93,1.33,1.0,0
15.28,17,12.09,4.09,1.15,1.0,0
15.28,23,12.24,4.51,1.43,1.0,0
15.81,11,11.82,4.93,1.33,1.0,0
16.33,11,11.98,4.87,0.17,1.0,0
0,0
13.17,21,11.47,4.78,1.53,1.0,0
13.7,9,11.94,3.95,0.71,1.0,0
13.7,16,11.52,4.21,1.0,1.0,0
13.7,21,12.07,4.82,1.15,1.0,0
14.23,16,12.04,4.22,1.0,1.0,0
.17,0.63,1.0,0
13.7,16,11.51,3.95,1.34,1.0,0
13.7,18,10.41,4.13,1.33,1.0,0
13.7,19,11.39,4.91,1.14,1.0,0
14.23,6,10.9,4.05,0.0,1.0,0
14.23,16,12.14,3.63,1.34,1.0,0
14.23,18,10.99,4.52,1.33,1.0,0
14.23,19,11.9,4.61,1.14,1.0,0
14.75,6,11.7,4.13,1.52,1.0,0
14.75,18,10.99,4.52,1.33,1.0,0
15.28,6,12.01,4.39,0.76,1.0,0
15.28,18,11.52,4.54,0.5,1.0,0
15.81,18,11.91,4.89,1.0,1.0,0
